nombre,rubro,direccion,telefono,email,instagram,facebook,lat,lon
Tarjeta Naranja,oficina: company,,,,,,-32.9444441,-60.6799802
What The Fuck?,clothes,"Mendoza 5441, Rosario",+54 341 362-5959,,,wtf.industry,-32.9412491,-60.6979049
Calzados Elis,shoes,,,,,,-32.944898,-60.6775555
Grupo Paraná,paint,,,,,,-32.947298,-60.6640231
La Obrera,health food,,,,,,-32.945528,-60.6738941
Olivetti,car,,,,,,-32.9466807,-60.6676468
Star Computación,computer,,,,,,-32.9473592,-60.6640422
El Tola,convenience,,,,,,-32.9455462,-60.6737683
MZ,convenience,,,,,,22.9974489,-105.858998
Celulares Mendoza,mobile phone,"Avenida Mendoza, Rosario",,,,,-32.9398438,-60.7048904
Mogok Joyas,jewelry,"Bartolomé Mitre 857, Rosario",,,,,-32.9468562,-60.6395011
Movistar,mobile phone,"Mendoza 4040, Rosario",,,,,-32.94427,-60.6796069
Hope Funds Rosario,oficina: company,"Avenida Doctor Luis Cándido Carballo 194, Rosario",,,,,-32.9234208,-60.6645019
Aconcagua,dry cleaning,,,,,,-32.9423716,-60.6901187
Emans,butcher,,,,,,-32.9404665,-60.7268517
Huapi,clothes,,,,,,-32.9402774,-60.7077606
La Loma,greengrocer,,,,,,-32.9399852,-60.733458
La Avenida,butcher,,,,,,-32.9404829,-60.7285226
Claro,mobile phone,,,,,,-32.9436556,-60.6828911
Lo de Mito,wine,,,,,,-32.9428257,-60.6874149
Pío Pío,butcher,,,,,,-32.9427976,-60.6876679
R&R,clothes,,,,,,-32.943984,-60.6810474
Azul Profundo,bed,,,,,,-32.9451204,-60.674821
Bebece Calzados,shoes,,,,,,-32.945002,-60.675474
Mary Holliday,fast food,,,,,,-32.9493655,-60.6417158
Tata,supermarket,Doctor Ruperto Borrás,,,,,-34.3158612,-57.3547984
Don Luis,supermarket,,,,,,-32.9400241,-60.6971732
Oeste,hardware,,,,,,-32.9396172,-60.6971763
Consultorios Pueyrredón,clinic,"Pueyrredón 1325, Rosario",,,,,-32.949667,-60.6589246
7-Eleven,convenience,Dr. Sixto Antonio Avenue,,,,,14.5863489,121.0845171
Social Security System,oficina: government,,,,,,14.590014,121.0849995
Alfonso Supermarket,supermarket,,,,,,14.5903243,121.0849882
Manibog Clinica,doctors,Dr. Sixto Antonio Avenue,,,,,14.5827879,121.0839676
Saad,pharmacy,"Jujuy 1598, Rosario",+54 341 448-3167,,,,-32.936942,-60.6429156
McDonald's,fast food,,,,,,-33.0071341,-60.6667572
Chopper's bar,bar,,,,,,-32.9761657,-60.6617429
Oroño,butcher,,,,,,-32.988834,-60.6649605
Smart helados,ice cream,,,,,,-32.9731432,-60.6605013
Clínica Avenida,doctors,,,,,,-32.9630396,-60.6438958
Café Moovi Club,cafe,"Peatonal San Martín 993, Rosario",,,,,-32.9492278,-60.6371543
D'jembe,restaurant,"Barón de Mauá, Rosario",,,,,-32.9493498,-60.6382673
Donal,bar,"San Luis, Rosario",,,,,-32.9492302,-60.6382188
DAR,supermarket,"José de San Martín 533, Rosario",,,,,-32.9439034,-60.6358999
Angel's Burger,fast food,"Amang Rodriguez Avenue 2, Pasig",,,,,14.591154,121.0863527
BIJM Music Lounge,bar,"Amang Rodriguez Avenue 1, Pasig",,,,,14.5910437,121.0862485
Majo Beauty Salon,hairdresser,"Amang Rodriguez Avenue 6, Pasig",,,,,14.5913674,121.0864494
Natasha,clothes,"Amang Rodriguez Avenue 6, Pasig",,,,,14.591388,121.0864571
Shill,restaurant,Cafferata 699,,,bar.shill,,-32.9391281,-60.6704836
Borrás,pharmacy,Rosario,,,,,-34.3130055,-57.3514307
Wheeltek,motorcycle,Gualberto Avenue,,,,,13.844815,121.201938
Pananá,cafe,,,,,,22.9931685,-105.8604364
Farmacia Gi,chemist,,,,,,22.9880035,-105.8545823
La Muralla China,fast food,,,,,,22.9898716,-105.8544331
