nombre,rubro,direccion,telefono,email,instagram,facebook,lat,lon
Agnessini,pharmacy,,,,,,-31.0903138,-64.4833221
Cabrini,pharmacy,,,,,,-31.0921114,-64.4730656
La Falda,pharmacy,,,,,,-31.0932124,-64.4858907
Las nubes,cafe,,,,,,-31.0930906,-64.4824325
Panadería El hornero,bakery,,,,,,-30.9816121,-64.4919288
Papelera Valzacchi,stationery,,,,,,-31.0939013,-64.4865437
Parrila El quincho,restaurant,Huerta Grande,,,,,-31.0810683,-64.4918486
Parrilla Avenida,restaurant,,,,,,-31.0932379,-64.4842147
Pastilandia,restaurant,,,,,,-31.0933163,-64.4852348
Restaurant Huguito,restaurant,Huerta Grande,,,,,-31.068926,-64.493627
Restaurant Tomaso Di Savoia,restaurant,,,,,,-31.0928476,-64.4789316
Supermercado Cordiez,supermarket,,,,,,-31.0896457,-64.4860225
Vinoteca La Falda,wine,,,,,,-31.0937606,-64.4863243
Vinoteca,wine,,,,,,-31.0907902,-64.4846553
Vivero,garden centre,,,,,,-31.0978186,-64.4853052
Tuti Alquileres,hardware,,,,,,-33.0973483,-64.3699671
Agro Partes,car parts,,,,,,-33.1418427,-64.3554309
Barale Mayorista,supermarket,,,,,,-33.1421334,-64.3555284
Escapes Sabattini,car repair,,,,,,-33.1403326,-64.3549665
Fayco Repuestos,car parts,,,,,,-33.1396486,-64.3547804
Impulso Repuestos,car parts,,,,,,-33.1412005,-64.3552357
Juan Carlos Plenasio,car parts,,,,,,-33.1406978,-64.3550776
La Casa del Mercedes,car repair,,,,,,-33.1414304,-64.3552947
Marta Florian Herrajes,hardware,,,,,,-33.1416489,-64.3553719
Miler S.A.,car repair,,,,,,-33.1401597,-64.3549097
Bridgestone,tyres,,,,,,-33.143355,-64.3554808
Nuevo Horizonte S.A.,car parts,,,,,,-33.1436703,-64.3559754
Pirelli,tyres,,,,,,-33.1402624,-64.3544798
Río Cuarto,paint,,,,,,-33.1394511,-64.3542336
Prodel SRL,hardware,,,,,,-33.1411207,-64.3547502
Vettore Repuestos,car parts,,,,,,-33.1415522,-64.3548753
Paseo de los Artesanos,musical instrument,,,,,,-32.0648141,-64.5418001
El Paseo,mall,Libertad 50,,,,,-32.1732595,-64.110576
Ponte,pharmacy,,,,,,-32.1758462,-64.1054802
Hiper Luconi,supermarket,,,,,,-32.1753209,-64.1040568
Siete Mares,restaurant,,,,,,-31.8713766,-65.032507
Instituto Oulton,clinic,,,,,,-31.4217545,-64.1896925
Laboratios LACE,doctors,,,,,,-31.4216445,-64.1896226
El Vergel,cafe,"Avenida Monseñor Pablo Cabrera 2885, Córdoba",,,,,-31.3776393,-64.2071611
Fabrica de Sandwich,fast food,"Bulevar Los Granaderos, Córdoba",,,,,-31.3763645,-64.2074042
Repuestos de Autos,car parts,"Bulevar Los Granaderos, Córdoba",,,,,-31.376295,-64.2075989
Peluquería Fabi,hairdresser,"Bulevar Los Granaderos, Córdoba",,,,,-31.3762542,-64.2077581
Sangoy,bakery,"Calle 14 - Raimundo Coseani (S) 99, Colonia Caroya",,,,,-31.0032214,-64.0846285
Kitty,convenience,Pedro Medrano,,,,,-31.4352432,-64.1202349
Carnívoro (Carnicería),convenience,"Avenida Libertador Norte, San Francisco",,,,,-31.4216816,-62.0834257
Sanatorio,clinic,,,,,,-31.1541877,-63.3996186
Shopping Villa María,supermarket,,,,,,-32.3870659,-63.2423489
Ruycuer,clothes,,,,,,-31.8713642,-62.7271177
Miguelito,supermarket,,,,,,-31.8699072,-62.7239954
Bar Bicentenario,cafe,,,,,,-31.8737149,-62.7197636
Pèkoç s,kiosk,,,,,,-31.8730214,-62.7173092
Patio Sierras Multishop,supermarket,"Avenida San Martín 3622, Unquillo",,,,,-31.2184859,-64.3178404
El Trebol,bakery,,,,,,-31.4384976,-62.0688533
Estación San Benito,fuel,Avenida San Martín,,,,,-31.3708057,-64.0531257
ceramica nanini,yes,,,,,,-31.0152734,-64.0606312
Cafetería Sede Social Sociedad de Beneficencia,cafe,,,,,,-32.0350336,-63.8640165
Escuela República de Líbano,oficina: educational institution,"Héctor Álvarez Igarzabal 1248, Córdoba",+54 351 481 8533,,,,-31.3812865,-64.23847
Panificadora-La familia de Angela,bakery,,,,,,-31.0183,-64.0637948
Comedor del Club Social y Deportivo Altos de Chipión,restaurant,,,,,,-30.955027,-62.3391048
Centro Materno Municipal,clinic,"Los Nogales, Córdoba Capital",,,,,-31.3922038,-64.1411308
Instituto Gral. Josè Marìa Paz,oficina: educational institution,"Mariano Moreno 480, Monte Buey",,,,,-32.9189353,-62.4567439
Panadería San Francisco,bakery,"Bulevar Sáenz Peña, San Francisco",,,,,-31.4351834,-62.0875301
Lotus Resto Bar,fast food,"Rivadavia, San Francisco",,,,,-31.4348831,-62.0875252
Inspección de nivel Inicial,oficina: educational institution,,,,,,-31.947637,-65.1861748
Oriental,supermarket,,,,,,-31.9465286,-65.1863867
Oficina - Coop. Agrop. La Federación Ltda.,oficina: yes,"San Martín 232, Oliva",,,,,-32.0396258,-63.569581
Bodega Las Breas,winery,,,,,,-31.9578497,-65.0946028
Dispensario El Simbolar,clinic,,,,,,-30.6621578,-64.8924441
Martha Arias,pharmacy,"Avenida San Martín 2247, Unquillo",+54 3543 48 6797,,,,-31.2343011,-64.3170927
Centro De Rehabilitación de Sierras Chicas,clinic,"Río Negro 441, Unquillo",,,,,-31.241058,-64.3094163
Supermercado Almacor,supermarket,,,,,,-31.2409548,-64.4662948
Machin,supermarket,,,,,,-32.0265141,-65.0306224
Restaurante Plaza,restaurant,,,,,,-32.0264488,-65.0306178
El Remanso,supermarket,,,,,,-31.3564867,-64.5896688
Casa de la Cultura,oficina: government,,,,,,-31.2733898,-64.167556
Premier,supermarket,,,,,,-31.5591128,-63.5387632
Supermercado La Bomba,supermarket,,,,,,-32.6953036,-62.1113274
YPF,fuel,"Avenida San Martín 752, Villa Dolores",,,,,-31.9509262,-65.1821554
Shell,fuel,"Avenida Belgrano 1116, Villa Dolores",+54 3544 42 0758,,,,-31.9476159,-65.1749065
Las Moritas,restaurant,,,,,,-32.0615774,-65.0219328
La K'sita,restaurant,,,,,,-32.2167488,-65.0485618
Autoservicios La Paz,supermarket,,,,,,-32.2171844,-65.049093
La Esencia,restaurant,,,,,,-32.2174764,-65.0491266
El Cierbo,bar,,,,,,-32.2181944,-65.0490096
Delfin Supermercado,supermarket,,,,,,-31.7140051,-64.4043867
Al Dente,restaurant,,,,,,-31.7967052,-65.0042205
Sol de Nono,convenience,,,,,,-31.7966226,-65.0039138
El Nazareno,confectionery,,,,,,-31.7966169,-65.004182
Lorca,pharmacy,"Sarmiento 270, Nono",+54 3544 49 8356,,,,-31.7953867,-65.0015193
Piu Avanti,restaurant,,,,,,-31.7999747,-65.005105
Rumyhuasi,restaurant,,,,,,-31.7974603,-65.0041601
San Cayetano,supermarket,,,,,,-31.7957913,-65.0032463
Santtana,clothes,,,,,,-31.7971053,-65.004026
Gulf,fuel,,,,,,-31.4147198,-64.5036508
YPF,fuel,"Ruta Provincial 15 Km 86, Alto Grande",+54 3542 49 9300,,,,-31.514095,-65.1114848
Gulf,fuel,"Ramón J. Cárcano 65, Villa Dolores",+54 3544 42 4803,,,,-31.946924,-65.19023
Bar La Estación,bar,"Avenida Jose Maria Gómez, Santa Rosa de Calamuchita",,,,,-32.0644862,-64.5399537
Sol,fuel,,,,,,-32.3219336,-64.2824827
YPF,fuel,"Doctor Berrotarán Km 678, Berrotarán",+54 358 494 0812,,,,-32.45532,-64.38556
YPF,fuel,"Ruta Nacional 1V09 Km 530, Ballesteros",+54 353 473 0311,,,,-32.5379011,-62.9803355
Axion,fuel,"25 de Mayo 891, Marcos Juárez",+54 3472 45 6314,,,,-32.6945631,-62.1034769
Bandera Blanca,fuel,"Pablo Maino, General Roca",+54 3472 49 1243,,,,-32.7202364,-61.9157769
Dapsa,fuel,"Avenida Buenos Aires 1249, Santa Catalina",+54 358 506 8008,,,,-33.210258,-64.4395027
YPF,fuel,"Güemes Km 856, Sampacho",+54 3582 42 0920,,,,-33.3911851,-64.7227509
Axion,fuel,"Francisco Torres, Vicuña Mackenna",,,,,-33.9142612,-64.389069
Axxion,fuel,,,,,,-31.3571569,-64.3175343
Shell,fuel,"Avenida Patria 1130, Córdoba",,,,,-31.4010716,-64.1606869
Bladymir.com,computer,"Calle 20 - Sabino Garione (S) 213, Colonia Caroya",,,,,-31.009307,-64.0802327
Supermercado Caroya,supermarket,,,,,,-31.0109612,-64.0759166
Electrolider,hardware,,,,,,-31.0111258,-64.0756827
Marcam,hardware,,,,,,-31.0119846,-64.0743838
La Manzana,greengrocer,,,,,,-31.0177521,-64.0636396
Electricidad Strasorier,hardware,,,,,,-31.0171305,-64.0663429
Shell,fuel,"Avenida La Voz del Interior 7451, Los Boulevares",+54 351 241-8617,,,,-31.3306647,-64.2106571
Puma Rupo Carlos Jorge,fuel,"Avenida Amadeo Sabattini, Córdoba",,,,,-31.4314825,-64.1382753
Shell,fuel,"Avenida Amadeo Sabattini, Córdoba",,,,,-31.4583858,-64.1095709
Bandera Blanca,fuel,"Maipú, Canals",+54 3463 42 0783,,,,-33.5653161,-62.8772977
Shell,fuel,"Ruta E-55 264, La Calera",,,,,-31.3494513,-64.33684
WICO,fuel,"Malvinas Argentinas, Canals",,,,,-33.5594343,-62.8751801
Axion,fuel,"Boulevard Hipólito Yrigoyen 1101, Morteros",+54 3562 42 2146,,,,-30.7136158,-62.0041586
Axion,fuel,"Hipólito Yrigoyen 207, Laguna Larga",+54 3572 48 0116,,,,-31.773877,-63.804021
Axion,fuel,"Avenida 9 de Julio, Coronel Moldes",+54 3582 59 4526,,,,-33.6262717,-64.6040077
Axion,fuel,"Fray Luis Beltrán, Huinca Renancó",,,,,-34.8389383,-64.3702446
Shell,fuel,"Avenida Sagrada Familia 1048, Córdoba",,,,,-31.3888984,-64.2306174
Shell,fuel,"Avenida Pablo Ricchieri 2626, Córdoba",,,,,-31.4417941,-64.1768497
Esc. Mariano Moreno,oficina: educational institution,"Gabriela Mistral 318, Las Varas",,,,,-31.8036658,-62.6175909
Ferretería Rosales,hardware,,,,,,-31.9441385,-65.191758
Pakton,clinic,"Hipólito Yrigoyen, Capilla del Monte",,,,,-30.8572949,-64.5277894
Axion,fuel,"Ruta Provincial 1, Freyre",+54 3564 46 1335,,,,-31.176536,-62.1029377
Centro Educativo Mariano Moreno,oficina: educational institution,"Berutti 29, Capilla del Monte",,,,,-30.8608181,-64.5146936
CLUB- BAR DE VILLA ESQUIU,bar,,,,,,-31.3677139,-64.109191
Matar Ariel,supermarket,"Emilio Genoud 987, General Levalle",,,,,-34.0083197,-63.9171542
CENTRO EDUCATIVO OBISPO ESQUIU- 250 alumnos,oficina: educational institution,,,,,,-31.3590448,-64.1076981
Medic Emergencias Médicas,clinic,"Avenida Carlos Pellegrini 30, Laboulaye",,,,,-34.1291723,-63.3907736
LAC,oficina: company,,,,,,-31.0253395,-64.115836
La Mora,restaurant,,,,,,-30.9526751,-63.8874457
Julia,books,"Luis Braille, Córdoba",,,,,-31.4319654,-64.1559072
Karenke,pharmacy,"Diagonal Buenos Aires (Techada), Capilla del Monte",,,,,-30.8585414,-64.5249005
El Gallo Claudio,cafe,,,,,,-33.1322426,-64.3446292
CR,copyshop,"Humberto Primo 700, rio cuarto",,,,,-33.1320388,-64.3448974
La Quemada,bar,,,,,,-31.3217196,-63.1877481
YPF,fuel,"Avenida Los Paraisos 109, La Calera",+54 3543 46 6291,,,,-31.3496926,-64.3400134
empresa de tanques,oficina: company,,,,,,-31.3732697,-64.1093679
Bar Imperial,cafe,,,,,,-31.8710867,-62.7178295
Pik Panter,fast food,"Santa Rosa 998, Córdoba",,,,,-31.4072722,-64.2004603
Joyería Juarez,jewelry,"Avenida Colón 123, Córdoba",,,,,-31.4082772,-64.2008344
Librería TITO,books,,,,,,-31.453464,-64.2226457
La Central,bakery,"Av. 9 de Julio, Coronel Moldes",,,,,-33.6231847,-64.5984245
Munich - café y confitería,cafe,"Sarmiento y Avenida San Martín, Cosquín",,,,,-31.2430503,-64.4656544
La Europea - Confitería y cafetería,cafe,"Amadeo Sabattini y Presidente Perón, Cosquín",,,,,-31.2419982,-64.4666591
Cosquin,pharmacy,,,,,,-31.2411082,-64.4664227
Ravetta,paint,,,,,,-33.6287014,-64.0204386
TATE,shoes,"General Paz 897, Río Cuarto",,,,,-33.1254224,-64.3478355
KILROY,shoes,"Hipólito Yrigoyen 865, Río Cuarto",,,,,-33.1253777,-64.3467413
Grimoldi,shoes,"Vélez Sarsfield 60, Rio Cuarto",,,,,-33.1245363,-64.3483164
La despensa de Emma,supermarket,,,,,,-30.8559325,-64.5287539
Matias Max,supermarket,,,,,,-30.8585698,-64.5258227
Kafka,cafe,,,,,,-30.8583947,-64.52471
Per Tuti,restaurant,,,,,,-30.8583031,-64.5248563
VETERINARIA RUSCONI,veterinary,,,,,,-31.2240921,-64.3191597
Pomiro II,pharmacy,"Avenida San Martín 3566, Unquillo",+54 3543 48 5792,,,,-31.2232171,-64.3196675
Patio Sierras,supermarket,,,,,,-31.2225418,-64.3195137
"Clínica ""Hominis""",clinic,"Coronel Punch 118, Oncativo",+54 3572 46 6840,,,,-31.9142604,-63.6847229
Sala de Primeros Auxilio,clinic,,,,,,-32.0641128,-65.028552
Crazy,restaurant,,,,,,-31.9446946,-65.1909821
Confitería,cafe,,,,,,-32.0386966,-65.0376014
Autoservicio,supermarket,,,,,,-32.0374504,-65.0370105
Quebracho,butcher,,,,,,-32.028156,-65.030244
Quito,convenience,,,,,,-31.5875783,-64.4592758
La Justina,restaurant,,,,,,-31.5902483,-64.4573928
Celulares Gustavo,mobile phone,,,,,,-33.1227057,-64.3482408
El Amigo,veterinary,,,,,,-31.7250068,-65.0065222
Almacén,convenience,"Sarmiento esquina 25 de Mayo, Oncativo",,,,,-31.9183338,-63.6806771
Consulado de Bolivia,oficina: diplomatic,"Figueroa Cáceres 368, Córdoba",,,,,-31.4157458,-64.2034127
Lavadero Sprint,car wash,,+54 353 656 0403,,,,-32.4137353,-63.2321635
La Estancia,restaurant,,+54 353 452 3795,,,,-32.4160326,-63.2321504
Pellegrini,bakery,,,,,,-32.4165883,-63.2336226
Vivero Aquesta,garden centre,,,,,,-32.4154496,-63.2333348
Bariloche,bakery,,,,,,-32.4105211,-63.2257678
Farmacia Fontanetto,pharmacy,Boulevard Sarmiento 1311,+54 353 452 0598,,,,-32.4162713,-63.2354143
La Moderna,cafe,,,,,,-31.0111279,-62.6686114
Pericles,bar,,,,,,-31.7227087,-65.0036738
La Parrilla de Nahuel,restaurant,,,,,,-31.7256402,-65.003927
Mar Fer,supermarket,,,,,,-31.8576962,-64.976361
Nova Voce,restaurant,,,,,,-31.8357358,-64.989854
Rotisería,food,,,,,,-33.183949,-64.9967544
La Merced,bakery,,,,,,-33.1763502,-64.9941225
Repuesto de Motos,car parts,,,,,,-33.1749645,-64.993697
Dispensario Municipal Achiras,clinic,"Avenida General Cabrera, Achiras",(03582) 49-5019/49-5249,,,,-33.1758543,-64.9957987
El Gato,convenience,,,,,,-30.8937042,-63.003481
Pub Bailable,pub,,,,,,-33.1769267,-64.9943438
Bin,supermarket,,,,,,-31.4110878,-64.1850844
Sosa,convenience,,,,,,-31.3175189,-65.0893719
Vimar,supermarket,,,,,,-31.3167284,-65.0906232
Parque Norte,bakery,,,,,,-32.3914313,-63.2477548
Lancelot,clothes,,,,,,-32.3973373,-63.2433893
Las Amigas,restaurant,,,,,,-30.8517787,-64.98634
La Fiambreria,supermarket,"Alvear, Villa de Soto",+54 3549 48 0365,,,,-30.8550169,-64.9842559
Alegratto,ice cream,,,,,,-31.9457574,-65.0509582
Las Rosas,supermarket,,,,,,-31.9462041,-65.0511765
Luna Morena,restaurant,,,,,,-31.9465307,-65.0526457
La Paz,supermarket,,,,,,-31.9470956,-65.0528216
Cosenza,restaurant,,,,,,-31.9474561,-65.0529728
Oiga Bonita,kiosk,,,,,,-31.9475083,-65.0528311
Cuartito Azul,restaurant,,,,,,-31.9477937,-65.0519579
Rogoni,pharmacy,,,,,,-31.9502376,-65.053944
SC,fuel,Avenida Batalla de San Calá,,,,,-31.1731308,-65.1015886
Mercadito,supermarket,,,,,,-30.8553847,-64.9834715
Luna,pharmacy,,,,,,-30.8553291,-64.9833007
Brazilia,restaurant,,,,,,-30.8560197,-64.9853074
El Apache,restaurant,,,,,,-30.8531923,-64.9922508
Eluani,pharmacy,,,,,,-30.8571065,-64.9886657
Forrajeria,supermarket,,,,,,-30.8560853,-64.9862127
Ahumada,pharmacy,,,,,,-31.3181921,-65.0899366
Diaz,pharmacy,,,,,,-30.8561865,-64.9857853
Gomaería,car repair,,,,,,-30.8525322,-64.9848323
Flavia,oficina: estate agent,"Bucarest, Villa Giardino",,,,,-31.0494371,-64.4866788
El Señor de los Novillos,butcher,Huerta Grande,,,,,-31.0756967,-64.492564
El Rafa,greengrocer,Villa Giardino,,,,,-31.0529607,-64.5003432
Angélica,ice cream,Villa Giardino,,,,,-31.0507112,-64.4967342
La Rosa Blanca,restaurant,Villa Giardino,,,,,-31.0505544,-64.5020796
Parrilla,restaurant,Huerta Grande,,,,,-31.0661531,-64.4987891
Avenida,kiosk,"Avenida San Martín 781, Villa Giardino",,,,,-31.0496043,-64.4917674
Gran Rex,laundry,Salta 55,,,,,-31.4169197,-64.1785583
Goio-Grebe,veterinary,Villa Giardino,,,,,-31.0530808,-64.498887
Giardino,veterinary,"Bulevar Las Flores 217, Villa Giardino",,,,,-31.0522968,-64.4998328
Grido,ice cream,Villa Giardino,,,,,-31.0506172,-64.4965992
Le Poulet,yes,Villa Giardino,,,,,-31.0497772,-64.4929415
Sapo DVD,video,Villa Giardino,,,,,-31.050763,-64.4964123
Parador Del Valle,convenience,,,,,,-31.3955072,-64.7525244
Parilla,restaurant,,,,,,-31.396556,-64.7539262
DSMIT,oficina: company,"9 de Julio 749, General Levalle",,,,,-34.0088019,-63.9205948
Pizza Ranch,restaurant,Avenida Libertad 370,,,,,-31.4200538,-64.4912043
Dionisio,gift,,,,,,-31.7967478,-65.0023617
Mil Sabores,ice cream,,,,,,-31.7976253,-65.0020283
La Vieja Esquina,restaurant,,,,,,-31.7968021,-65.002028
Lo de Naum,restaurant,,,,,,-31.7966476,-65.0027847
Lo de ellos,shoes,,,,,,-31.796518,-65.0027825
Paulitos,yes,,,,,,-31.7977043,-65.0018115
Loteria de Cordoba,lottery,,,,,,-31.796866,-65.0016625
Fanny,restaurant,,,,,,-31.7967934,-65.0017999
"Camara de comercio, turismo, industria y emprendedores de Nono",oficina: association,,,,,,-31.7977789,-65.0023694
Cedron,gift,,,,,,-31.7976779,-65.0028273
Crelech,confectionery,,,,,,-31.7976599,-65.0029304
La Pulperia,restaurant,,,,,,-31.7976024,-65.0032546
Carnes Roberto,butcher,,,,,,-31.4855778,-64.2049145
Full,convenience,,,,,,-31.4878219,-64.2062964
Amazonas 2,pharmacy,,,,,,-31.4222376,-64.180162
Brizuela,pharmacy,Boulevard Arturo Illia,,,,,-31.4228638,-64.1788252
Mostachys,fast food,Boulevard Chacabuco,,,,,-31.4226595,-64.1824992
Super buenos dias,supermarket,,,,,,-31.4235216,-64.1829557
Cafe Los Dos Chinos,cafe,,,,,,-31.4316369,-64.1917137
Fate Neumaticos,car repair,,,,,,-31.4342805,-64.1949039
Pan Ledonne,bakery,,,,,,-31.4532838,-64.2009421
Sushi World,restaurant,,,,,,-31.4298583,-64.1871383
CNRT,oficina: government,,,,,,-31.4226419,-64.1754912
Cafe Panorama,cafe,,,,,,-31.4231014,-64.17496
Caffe company,cafe,,,,,,-31.4225476,-64.1756766
Ente Regulador de los Servicios Públicos,oficina: government,,,,,,-31.4227027,-64.175445
Subway,fast food,,,,,,-31.4230105,-64.1748569
Alemana,pharmacy,,,,,,-31.4192772,-64.1769273
Ricardo Risatti SACIF,car,,,,,,-34.1237492,-63.3873251
Enrique,bicycle,,,,,,-31.351229,-64.2498752
Nepper cafe,cafe,,,,,,-31.3496817,-64.2527048
Vittorio,restaurant,Carlos Federico Gauss 5759,,,,,-31.3557802,-64.2506956
Wow! Papeleria,stationery,,,,,,-31.3542103,-64.2500512
Pan,bakery,,,,,,-31.3614946,-64.2527442
César Malpassi SRL,trade,,,,,,-33.2793327,-62.191093
Shell,fuel,"Boulevard Hipólito Yrigoyen, Morteros",+54 3562 42 2557,,,,-30.7109217,-62.004015
YPF,fuel,Morteros,,,,,-30.7173029,-62.003261
Shell,fuel,"Bv. 25 de Mayo 513, Freyre",+54 3564 46 1303,,,,-31.1632027,-62.1001929
YPF,fuel,"Córdoba, San Francisco",,,,,-31.4306866,-62.0876125
Shell,fuel,"Bulevar Sáenz Peña, San Francisco",,,,,-31.4382771,-62.0687739
Beto's,fast food,,,,,,-31.3622021,-64.2376377
Choricheto,fast food,,,,,,-31.3521677,-64.2493374
El Club de la milanesa,restaurant,,,,,,-31.3602972,-64.2382685
Los Arcos,restaurant,,,,,,-31.3830396,-64.222344
Sofra com arabe,restaurant,,,,,,-31.3729503,-64.229547
Soppelsa,ice cream,,,,,,-31.3575494,-64.2404211
Valentinas resto bar,restaurant,,,,,,-31.371928,-64.230442
YPF,fuel,"Avenida San Martín, Cruz Alta",+54 3467 40 1202,,,,-33.0064505,-61.8132987
Don Casimiro,butcher,,,,,,-31.4043387,-64.1943962
Consulado General de Perú,oficina: diplomatic,"Humberto Primo 749, Córdoba",+54 351 4264196,,,,-31.407263,-64.1919889
Floreria Para ti,florist,,,,,,-31.4011994,-64.1966452
Repuesto Automotor,car repair,,,,,,-31.4068869,-64.1932065
Antiguo,antiques,,,,,,-31.4084427,-64.1916045
A&M,cafe,"Avenida Colón 428, Córdoba",,,,,-31.4118272,-64.188862
Bonafide,cafe,"Avenida Figueroa Alcorta 192, Córdoba",,,,,-31.4115455,-64.191091
Café Martínez,cafe,"Avenida Figueroa Alcorta 181, Córdoba",,,,,-31.4115591,-64.1917352
Centro Integral Odontológico,dentist,"Mariano Fragueiro 267, Córdoba",,,,,-31.4101847,-64.1925271
Las Chilcas Grill & Wine,restaurant,"Avenida Figueroa Alcorta 252, Córdoba",,,,,-31.4107641,-64.1907104
Lavarropa,laundry,,,,,,-31.4136493,-64.1937948
Muebles El Bosque,furniture,"Avenida Castro Barros 359, Córdoba",,,,,-31.4017491,-64.195944
Corro,hardware,,,,,,-31.4141627,-64.1937135
Bar Sorocabana,cafe,,+543514227872,,,,-31.4175452,-64.1832646
Budget,car rental,,,,,,-31.4175692,-64.1824922
Consulado de Francia,oficina: diplomatic,"Ayacucho 46, Córdoba",+54 351 4290915,sonzini@arnet.com.ar,,,-31.4165153,-64.1868142
Gloria,bakery,,,,,,-31.4154287,-64.1897042
Farmavirtual,pharmacy,,,,,,-31.4169347,-64.185531
Eluney,ice cream,,,,,,-30.9155286,-62.6791881
Ristagno,hardware,,,,,,-31.4113548,-64.1819502
Despensa La Rotonda,convenience,,,,,,-32.0575305,-64.5616843
YPF,fuel,"Manuel Belgrano Oeste, Piquillín",+54 3574 49 4020,,,,-31.3006323,-63.7616209
YPF,fuel,"Avenida Manuel Belgrano 19, Monte Cristo",+54 351 491 7202,,,,-31.3459203,-63.9484077
YPF,fuel,"San Martín, Sebastián Elcano",,,,,-30.1609022,-63.5942776
Shell,fuel,"Ruta Provincial E-57 - Río de Janeiro 48, Villa Allende",,,,,-31.2873028,-64.2939403
Puma,fuel,Bulevar Guzmán,,,,,-31.4116637,-64.1754282
Shell Santa Barbara,fuel,,,,,,-31.4256745,-64.0886275
Shell,fuel,"Avenida Ciudad de Valparaíso, Córdoba",,,,,-31.4647553,-64.1870676
Alma Dórica,restaurant,,,,https://www.instagram.com/almadorica/,https://www.facebook.com/alma.dorica/,-31.4312585,-64.1896408
Shell,fuel,"Bulevar Mitre 283, Sacanta",+54 3533 42 3119,,,,-31.6648296,-63.0536665
YPF,fuel,"Ruta Provincial 13, Calchín",+54 3573 49 7156,,,,-31.6653611,-63.2050069
Shell,fuel,"Bartolomé Mitre 301, Las Varillas",+54 3533 42 2334,,,,-31.8755019,-62.7166711
Shell,convenience,"San Martín 1520, Oncativo",+54 3572 46 6288,,,,-31.9217674,-63.6755825
Shell,fuel,"Roque Saenz Peña, Oliva",,,,,-32.0394275,-63.5717609
Don Angel,fuel,,,,,,-32.0430962,-63.5794074
YPF,fuel,"Hipólito Yrigoyen, Ticino",+54 358 412 0653,,,,-32.6905105,-63.4377763
YPF,fuel,"9 de Julio, San Basilio",+54 3585 49 1021,,,,-33.4961186,-64.3100734
YPF,fuel,"Saavedra 27, Coronel Moldes",+54 3582 48 2884,,,,-33.6218097,-64.5931376
YPF,fuel,"Carlos Gardel, Del Campillo",,,https://www.instagram.com/ypf.alfredocardinalehijos/,,-34.3782981,-64.4909891
Gulf,fuel,"Vicente López, Del Campillo",,,,,-34.3813019,-64.4930648
YPF,fuel,"Ruta Nacional 35 Km 529,9, Huinca Renacó",,,,,-34.8061085,-64.3710697
DC Combustibles,fuel,"General Paz 885, La Laguna",+54 353 488 0345,,,,-32.8076623,-63.2434688
Shell,fuel,"Bartolomé Mitre 85, Idiazabal",,,,,-32.8152365,-63.0377051
YPF,fuel,"Avenida Circunvalación, Justiniano Posse",,,,,-32.891227,-62.680134
Shell,fuel,"Ruta Provincial 4 232, Etruria",,,,,-32.9354878,-63.2467544
Estación de Srvicios EZELA,fuel,"Bolivia 12, Ucacha",+54 353 443 1615,,,,-33.0321444,-63.5118961
YPF,fuel,"25 de Mayo, General Baldissera",+54 3468 43 4960,,,,-33.1212014,-62.2992889
YPF,fuel,"Roque Saenz Peña, Pascanas",+54 353 489 8030,,,,-33.1264173,-63.0374012
Servipampa,fuel,"Ruta Provincial 11, Wenceslao Escalante",+54 3537 48 0004,,,,-33.1755784,-62.7790807
YPF,fuel,"Hipólito Yrigoyen 379, La Carlota",+54 3584 42 0489,,,,-33.4136944,-63.2959648
YPF,fuel,"Avenida Río de la Plata 401, Guatimozín",+54 3468 49 5004,,,,-33.4612244,-62.4397127
Fernández hnos,fuel,"Hipólito Yrigoyen, Alejo Ledesma",,,,,-33.6061316,-62.6252181
YPF,fuel,"Ruta Nacional 8 Km 410, Arias",+54 3468 44 0626,,,,-33.6269097,-62.3991114
YPF,fuel,"Avenida del Cincuentenario 99, Huanchilla",+54 3584 49 2065,,,,-33.664713,-63.637451
Más,fuel,"Acceso a Viamonte, Viamonte",+54 3463 49 8127,,,,-33.7422167,-63.0967311
Zagreo,restaurant,,,,,,-31.0240028,-64.4722539
YPF,fuel,"9 de Julio 395, Serrano",+54 3385 49 5086,,,,-34.4699982,-63.5417397
Cuatro Vientos,restaurant,,,,,,-31.893702,-64.7763189
Don Higinio SRL,oficina: company,,,,,,-33.6289137,-62.405777
Mariachi,restaurant,"Avenida 24 de Septiembre, Córdoba",,,,,-31.4144234,-64.1688688
Septiembre,restaurant,Avenida 24 de Septiembre,,,,,-31.4144453,-64.1689458
La Caba,restaurant,Avenida 24 de Septiembre,,,,,-31.4144852,-64.16917
El Club De La Milanesa,restaurant,Avenida 24 de Septiembre,,,,,-31.4145968,-64.1689248
Supermercado La Proveduría Mutual,supermarket,,,,,,-30.9850838,-64.0871823
Late,restaurant,"Achával Rodríguez 152, Córdoba",+54 351 226-1894,,,https://www.facebook.com/LATE-1659844234248252/,-31.4247807,-64.1899679
Arriaga,pharmacy,"Vélez Sarsfield 34, Las Varillas",+54 3533 420832,,,,-31.8729558,-62.7209574
Pub-Felia,cafe,"Carlos Pellegrini 103, General Levalle",,,,,-34.0114273,-63.9244955
Los Dos Chinos,supermarket,"Carlos Pellegrini, General Levalle",,,,,-34.0109697,-63.924382
